PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIOS
PCA1,27/05/2020 05:01,27/05/2020 05:04,Producción,Normal,MEMO DD/DCC1/113/2020.,"San Roque, La Catedral."
PCA1,27/05/2020 05:01,27/05/2020 05:04,Accidental,Normal,"Fuera de servicio ES-PCA. Punto caliente TR-01 lado220kV.","San Roque, La Catedral."
PCA1,27/05/2020 07:49,27/05/2020 07:56,Producción,Normal,Canalización. MEMO DD/DCC1/113/2020.,"San Roque, La Catedral."
PCA11,10/05/2020 10:15,10/05/2020 10:48,Accidental,Normal,"Línea MT en cc ocasionado por cola de pandorga.Caballero y Florencio Villamayor..","Ricardo Brugada, San Felipe."
PCA11,27/05/2020 05:01,27/05/2020 05:04,Accidental,Normal,"Fuera de servicio ES-PCA. Punto caliente TR-01 lado220kV.","Ricardo Brugada, San Felipe."
PCA3,27/05/2020 05:01,27/05/2020 05:04,Producción,Normal,MEMO DD/DCC1/113/2020.,Gral. Bernardino Caballero.
PCA3,27/05/2020 05:01,27/05/2020 05:04,Accidental,Normal,"Fuera de servicio ES-PCA. Punto caliente TR-01 lado220kV.",Gral. Bernardino Caballero.
PCA3,27/05/2020 07:49,27/05/2020 07:56,Producción,Normal,Canalización. MEMO DD/DCC1/113/2020.,Gral. Bernardino Caballero.
PCA5,27/05/2020 05:01,27/05/2020 05:04,Producción,Normal,MEMO DD/DCC1/113/2020.,La Catedral.
PCA5,27/05/2020 05:01,27/05/2020 05:04,Accidental,Normal,"Fuera de servicio ES-PCA. Punto caliente TR-01 lado220kV.",La Catedral.
PCA5,27/05/2020 07:49,27/05/2020 07:56,Producción,Normal,Canalización. MEMO DD/DCC1/113/2020.,La Catedral.
PCA6,15/05/2020 09:38,15/05/2020 10:19,Accidental,Normal,"Línea MT subterránea averiada. Tramo PD CE135 alPD CE131.",La Catedral.
PCA6,25/05/2020 11:33,25/05/2020 11:33,Accidental,Normal,"Abierto Interruptor, para efectuar reposición deFusibles. PD SM230 PORVENIR.",La Catedral.
PCA6,27/05/2020 05:01,27/05/2020 05:04,Producción,Normal,MEMO DD/DCC1/113/2020.,La Catedral.
PCA6,27/05/2020 05:01,27/05/2020 05:04,Accidental,Normal,"Fuera de servicio ES-PCA. Punto caliente TR-01 lado220kV.",La Catedral.
PCA6,27/05/2020 07:49,27/05/2020 07:56,Producción,Normal,Canalización. MEMO DD/DCC1/113/2020.,La Catedral.
PCA6,27/05/2020 08:00,27/05/2020 08:53,Accidental,Normal,No establecido.,La Catedral.
PCA6,27/05/2020 08:56,27/05/2020 09:06,Accidental,Normal,No cierra con carga total.,La Catedral.
PCA8,24/05/2020 12:26,24/05/2020 12:40,Accidental,Normal,Al efectuar maniobras de transferencias.,"Banco San Miguel, Tablada Nueva, Jara."
PCA8,24/05/2020 21:42,24/05/2020 21:44,Accidental,Normal,Al efectuar maniobras.,"Banco San Miguel, Tablada Nueva, Jara."
PCA8,27/05/2020 05:01,27/05/2020 05:04,Accidental,Normal,"Fuera de servicio ES-PCA. Punto caliente TR-01 lado220kV.","Banco San Miguel, Tablada Nueva, Jara."
PSA11,23/05/2020 13:50,23/05/2020 15:03,Accidental,Normal,No establecido.,"Bañado Tacumbu, Sajonia."
PSA12,2/05/2020 04:07,2/05/2020 04:48,Accidental,Normal,Al intentar cerrar PSA5.,Carlos A. López.
PSA3,6/05/2020 15:48,6/05/2020 15:53,Programado,Normal,"Abierto interruptor para efectuar reposición deseccionador fusible en forma directa. Cnel. López yArellano.","San Antonio, Dr. Gaspar R. de Francia."
PSA4,13/05/2020 06:30,13/05/2020 07:00,Accidental,Normal,No establecido.,"Ita Pyta Punta,."
PSA5,2/05/2020 03:55,2/05/2020 04:26,Accidental,Normal,"Línea protegida suelta. Tte. Prieto e/ De LaConquista e Isabel La Catolica.","La Encarnación, San Antonio, Ita PytaPunta, Dr. Gaspar R. de Francia."
PSA6,2/05/2020 04:07,2/05/2020 04:46,Accidental,Normal,Al intentar cerrar PSA5.,"San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA6,28/05/2020 15:36,28/05/2020 16:31,Accidental,Normal,"Línea MT en C.C y Seccionador fusible averiado.Acometida del Parque Solidaridad.","San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA7,6/05/2020 01:24,6/05/2020 01:50,Accidental,Adverso,Condiciones Climáticas Adversas.,"Bañado Tacumbu, Carlos. A. López."
PSA7,6/05/2020 01:51,6/05/2020 02:24,Accidental,Adverso,"Abierto Interruptor. Línea MT Suelta. Ayolas y JoséDocoud.","Bañado Tacumbu, Carlos. A. López."
PSA7,21/05/2020 17:25,21/05/2020 18:53,Accidental,Adverso,Aislador averiado. En De Las Llanas c/ Orihuela.,"Bañado Tacumbu, Carlos. A. López."
PSA7,30/05/2020 02:34,30/05/2020 02:36,Accidental,Normal,Al efectuar maniobras de transferencias.,"Bañado Tacumbu, Carlos. A. López."
PSA9,21/05/2020 17:25,21/05/2020 18:25,Accidental,Adverso,Condiciones climáticas adversas,Carlos A. López.
PSA9,30/05/2020 01:23,30/05/2020 02:16,Accidental,Normal,Tramo subterráneo averiado PS258 a PS268.,Carlos A. López.
REP1,1/05/2020 19:16,1/05/2020 19:44,Accidental,Normal,No establecido.,Dr. Roberto L. Petit.
REP1,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Dr. Roberto L. Petit.
REP2,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,"Republicano, Santa Librada."
REP3,6/05/2020 17:38,6/05/2020 17:43,Accidental,Normal,"Transformador averiado. López de Filippis e/ PampaGrande y Battilana.","San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,6/05/2020 20:40,6/05/2020 21:30,Programado,Normal,"Abierto interruptor para efectuar reparación depuente MT suelto y corte de rama en contacto conlínea MT. Battilana y López de Filippis.","San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,19/05/2020 07:10,Recierre,Accidental,Normal,No establecido.,"San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,23/05/2020 12:16,Recierre,Accidental,Normal,No establecido.,"San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,23/05/2020 16:35,23/05/2020 16:43,Accidental,Normal,"Abierto Interruptor, para efectuar reposición de SFMT en forma directa. 18 de Julio c/ Avda. FelixBogado.","San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,23/05/2020 19:10,23/05/2020 19:27,Accidental,Normal,"Abierto Interruptor, para efectuar reposición de SF enBatilana c/ Mayor Gardel.","San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,24/05/2020 15:00,24/05/2020 15:12,Accidental,Normal,"Abierto Interruptor, para efectuar reposición de SF enforma directa. Felix Bogado Battilana c/ MayorGardel.","San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,24/05/2020 15:30,24/05/2020 15:38,Accidental,Normal,"Abierto Interruptor, para efectuar reparación deperdida de aislación. Battilana c/ Mayor Gardel.","San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP3,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,"San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP4,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Hipódromo.
REP5,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,"Tte. Silvio Petirosi, San Vicente, Pinoza."
REP6,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,"San Vicente, Pinoza, Pirizal."
REP7,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,"Tte. Silvio Petirosi, San Vicente, Pinoza."
REP9,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Tte. Silvio Petirosi.
SMI11,24/05/2020 20:08,24/05/2020 21:56,Accidental,Normal,Tramo subterráneo averiado.,"Virgen de la Asunción, Virgen del Huerto,Bella Vista, Mcal. Francisco.S. López, Jara."
SMI5,21/05/2020 18:18,21/05/2020 18:57,Accidental,Adverso,Condiciones Climáticas Adversas.,"Las Mercedes, Ciudad Nueva."
SMI5,21/05/2020 19:56,21/05/2020 20:05,Accidental,Adverso,Condiciones Climáticas Adversas.,"Las Mercedes, Ciudad Nueva."
VAU14,5/05/2020 21:09,5/05/2020 22:01,Accidental,Adverso,Condiciones Climáticas Adversas.,"Villa Aurelia, Los Laureles, Hiódromo."
VAU4,2/05/2020 07:41,2/05/2020 07:44,Programado,Normal,"Abierto Interruptor. PEDIDO DE DISPONIBILIDAD N°629/2020.","Los Laureles, Nazaret, Recoleta,Tembetary."
VAU4,6/05/2020 03:48,6/05/2020 04:28,Accidental,Adverso,Condiciones Climáticas Adversas.,"Los Laureles, Nazaret, Recoleta,Tembetary."
VAU4,12/05/2020 03:17,12/05/2020 03:25,Producción,Normal,"Incendio en equipos de LT-PSA/220kV en la ES-GUA.","Los Laureles, Nazaret, Recoleta,Tembetary."
VAU5,12/05/2020 03:17,12/05/2020 03:25,Producción,Normal,"Incendio en equipos de LT-PSA/220kV en la ES-GUA.","Hipódromo, Mcal. José F. Estigarribia, VillaAurelia."
VAU6,12/05/2020 03:17,12/05/2020 03:25,Producción,Normal,"Incendio en equipos de LT-PSA/220kV en la ES-GUA.",Mcal. Estigarribia.
VAU8,12/05/2020 03:17,12/05/2020 03:25,Producción,Normal,"Incendio en equipos de LT-PSA/220kV en la ES-GUA.",Villa Aurelia.
VAU8,24/05/2020 08:43,24/05/2020 08:47,Accidental,Normal,"Línea MT en contacto por brazo de A.P. Arturo Alsinac/ Cap. Jorge Francis Morice.",Villa Aurelia.
