PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIOS
PSA6,6/07/2020 23:55,7/07/2020 00:54,Accidental,Normal,"Línea MT en C.C por cola de pandorga. Avda. StellaMarys c/ Tte. Diaz. Puente MT Suelto en elSeccionador N° 52519.","San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA6,26/07/2020 10:38,26/07/2020 11:14,Accidental,Normal,Fusible operado. Catolica y G. Arías.,"San Antonio, Ita Pyta Punta, Dr. GasparRodriguez de Francia."
PSA7,11/07/2020 13:49,11/07/2020 14:39,Accidental,Normal,"Transformador averiado. Carlos Gómez y Tte.Cabello.","Bañado Tacumbu, Carlos. A. López."
PSA8,17/07/2020 17:15,17/07/2020 17:19,Accidental,Normal,Al efectuar maniobras.,San Antonio.
REP1,7/07/2020 08:44,Recierre,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Roberto L. Petit.
REP1,8/07/2020 22:55,8/07/2020 22:59,Accidental,Normal,"Al abrir el seccionador 54114, inconvenientes con elloadbuster.",Dr. Roberto L. Petit.
REP3,6/07/2020 10:40,Recierre,Accidental,Normal,No establecido.,"San Pablo, Obrero, San Vicente,Republicano, Santa Ana, Jukyty, SantaLibrada, Pirizal."
REP4,24/07/2020 11:39,24/07/2020 11:48,Accidental,Normal,"Corte de energía que afecto a 54 proyectadas.Autorizado por el Ingeniero Gabriel Cuevas.",Hipódromo.
REP6,24/07/2020 10:47,24/07/2020 10:54,Accidental,Normal,Al efectuar maniobras.,"San Vicente, Pinoza, Pirizal."
SMI1,6/07/2020 06:55,6/07/2020 07:51,Accidental,Normal,"Pájaro en contacto con Línea MT. Gral. Santos yTeodoro S. Mongelos.","Pinoza, Gral. Bernardino Caballero, Ciudad Nueva."
SMI2,5/07/2020 04:02,5/07/2020 04:28,Accidental,Normal,"Sostén MT averiado. Telma Aquino y Gonzalo deMendoza.","Mburicao, Recoleta, Mcal. Francisco. S. López, Gral. Bernardino Caballero."
SMI2,5/07/2020 05:09,5/07/2020 05:11,Accidental,Normal,"Abierto Interruptor.- Sostén MT averiado. TelmaAquino y Gonzalo de Mendoza.","Mburicao, Recoleta, Mcal. Francisco. S. López, Gral. Bernardino Caballero."
VAU1,8/07/2020 06:43,8/07/2020 07:52,Accidental,Normal,"Transformador N° 72111 averiado. Línea MT en C.C.Tte. Solis c/ Cruz de la Sierra.","Los Laureles, Mcal. Estigarribia, Hipódromo, Tembetary."
VAU1,8/07/2020 08:21,8/07/2020 08:24,Accidental,Normal,Al efectuar maniobras.,"Los Laureles, Mcal. Estigarribia, Hipódromo, Tembetary."
VAU1,8/07/2020 11:45,8/07/2020 11:55,Programado,Normal,"Abierto interruptor para efectuar reparación depuente MT. Tte. Solís y Santacruz de la Sierra.","Los Laureles, Mcal. Estigarribia, Hipódromo, Tembetary."
VAU14,18/07/2020 17:43,Recierre,Accidental,Normal,Gotera en PD. BP544. Rca. Argentina y Lapacho.,"Villa Aurelia, Los Laureles, Hiódromo."
VAU14,18/07/2020 17:44,18/07/2020 18:59,Accidental,Normal,Gotera en PD. BP544. Rca. Argentina y Lapacho.,"Villa Aurelia, Los Laureles, Hiódromo."
VAU14,18/07/2020 21:22,18/07/2020 21:24,Programado,Normal,"Abierto Interruptor, para efectuar maniobras.","Villa Aurelia, Los Laureles, Hiódromo."
