,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
0,BPA8,21/05/2020 19:53,21/05/2020 19:56,Accidental,Adverso,"Abierto Interruptor, para efectuar reposición de SF.Del Maestro c/ Dr. Weiss.",Villa Morra,0 days 00:03:00,180
0,CEN4,2/05/2020 04:30,2/05/2020 04:35,Accidental,Normal,No establecido.,La Encarnación,0 days 00:05:00,300
0,FDM2,12/05/2020 03:17,12/05/2020 03:25,Producción,Normal,Incendio en equipos de LT-PSA/220kV en la ES-GUA.,San Pablo,0 days 00:08:00,480
0,FDM3,12/05/2020 03:17,12/05/2020 03:25,Producción,Normal,Incendio en equipos de LT-PSA/220kV en la ES-GUA.,San Pablo,0 days 00:08:00,480
0,GDI2,12/05/2020 12:07,12/05/2020 12:37,Accidental,Normal,Puente MT suelto. En 14 Ptdas y Gral Caballero.,Gral. J. E Diaz,0 days 00:30:00,1800
1,GDI2,12/05/2020 12:07,12/05/2020 12:37,Accidental,Normal,Puente MT suelto. En 14 Ptdas y Gral Caballero.,Obrero,0 days 00:30:00,1800
0,GDI3,8/05/2020 08:11,8/05/2020 08:25,Accidental,Normal,No establecido.,Gral. J. E Diaz,0 days 00:14:00,840
0,GDI3,8/05/2020 11:40,8/05/2020 12:01,Accidental,Normal,No establecido.,Gral. J. E Diaz,0 days 00:21:00,1260
0,GDI3,8/05/2020 12:04,8/05/2020 12:09,Accidental,Normal,Retirado rama en contacto con línea MT. 5ta.Proyectada y 14 de Mayo.,Gral. J. E Diaz,0 days 00:05:00,300
0,GDI3,8/05/2020 12:19,8/05/2020 12:29,Accidental,Normal,Retirado rama en contacto con línea MT. 5ta.Proyectada y 14 de Mayo.,Gral. J. E Diaz,0 days 00:10:00,600
0,GDI3,8/05/2020 12:30,8/05/2020 12:59,Accidental,Normal,No se ubicó avería.,Gral. J. E Diaz,0 days 00:29:00,1740
0,GDI3,8/05/2020 15:31,8/05/2020 15:44,Programado,Normal,Abierto interruptor para efectuar cambio deseccionador bajo carga averiado. Seccionador 50485- PD PS146.,Gral. J. E Diaz,0 days 00:13:00,780
0,GDI4,2/05/2020 00:26,2/05/2020 00:39,Accidental,Normal,No establecido.,Obrero,0 days 00:13:00,780
1,GDI4,2/05/2020 00:26,2/05/2020 00:39,Accidental,Normal,No establecido.,Dr. Roberto L. Petit,0 days 00:13:00,780
2,GDI4,2/05/2020 00:26,2/05/2020 00:39,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 00:13:00,780
0,GDI4,7/05/2020 11:05,7/05/2020 11:28,Accidental,Normal,No establecido.,Obrero,0 days 00:23:00,1380
1,GDI4,7/05/2020 11:05,7/05/2020 11:28,Accidental,Normal,No establecido.,Dr. Roberto L. Petit,0 days 00:23:00,1380
2,GDI4,7/05/2020 11:05,7/05/2020 11:28,Accidental,Normal,No establecido.,Bañado Tacumbu,0 days 00:23:00,1380
0,GDI4,23/05/2020 10:57,23/05/2020 12:57,Accidental,Normal,Persona accidentada. 25 Proyectadas y Antequera.,Obrero,0 days 02:00:00,7200
1,GDI4,23/05/2020 10:57,23/05/2020 12:57,Accidental,Normal,Persona accidentada. 25 Proyectadas y Antequera.,Dr. Roberto L. Petit,0 days 02:00:00,7200
2,GDI4,23/05/2020 10:57,23/05/2020 12:57,Accidental,Normal,Persona accidentada. 25 Proyectadas y Antequera.,Bañado Tacumbu,0 days 02:00:00,7200
0,GDI4,23/05/2020 11:23,23/05/2020 11:58,Accidental,Normal,"Persona accidentada, Carlos Alberto Ortiz Antonelli,57 años. 25 Proyectadas y Antequera.",Obrero,0 days 00:35:00,2100
1,GDI4,23/05/2020 11:23,23/05/2020 11:58,Accidental,Normal,"Persona accidentada, Carlos Alberto Ortiz Antonelli,57 años. 25 Proyectadas y Antequera.",Dr. Roberto L. Petit,0 days 00:35:00,2100
2,GDI4,23/05/2020 11:23,23/05/2020 11:58,Accidental,Normal,"Persona accidentada, Carlos Alberto Ortiz Antonelli,57 años. 25 Proyectadas y Antequera.",Bañado Tacumbu,0 days 00:35:00,2100
0,LAM10,6/05/2020 00:13,6/05/2020 01:51,Accidental,Adverso,Puente MT Suelto F2. Vencedores del Chaco yRavizza.,Terminal,0 days 01:38:00,5880
0,LAM10,10/05/2020 10:18,10/05/2020 10:44,Accidental,Normal,"Puente MT suelto, línea MT desprendida del aisladory  cruceta MT rota. En Vencedores  del Chaco c/Ybyrapyta.",Terminal,0 days 00:26:00,1560
0,LAM10,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Terminal,0 days 00:05:00,300
0,LAM15,5/05/2020 19:17,5/05/2020 20:06,Accidental,Adverso,Fusible MT operado. Chivato c/ Barrientos.,Itá Enramada,0 days 00:49:00,2940
0,LAM15,5/05/2020 22:54,5/05/2020 22:56,Accidental,Adverso,"Abierto Interruptor, para efectuar maniobras. PuenteMT Suelto. Karanday c/ Rene Barrientos.",Itá Enramada,0 days 00:02:00,120
0,LAM15,20/05/2020 18:41,20/05/2020 19:21,Accidental,Normal,Transformador averiado. Juana de Lara y Villarrica.,Itá Enramada,0 days 00:40:00,2400
0,LAM15,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Itá Enramada,0 days 00:05:00,300
0,LAM22,15/05/2020 09:18,15/05/2020 09:51,Accidental,Normal,Línea MT suelta y cruceta rota. En Ecuador c/ Rca.Argentina.,Hipódromo,0 days 00:33:00,1980
1,LAM22,15/05/2020 09:18,15/05/2020 09:51,Accidental,Normal,Línea MT suelta y cruceta rota. En Ecuador c/ Rca.Argentina.,Terminal,0 days 00:33:00,1980
0,LAM22,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Hipódromo,0 days 00:05:00,300
1,LAM22,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Terminal,0 days 00:05:00,300
0,LAM22,27/05/2020 11:55,27/05/2020 12:20,Accidental,Normal,No establecido.,Hipódromo,0 days 00:25:00,1500
1,LAM22,27/05/2020 11:55,27/05/2020 12:20,Accidental,Normal,No establecido.,Terminal,0 days 00:25:00,1500
0,LAM23,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Mburicao,0 days 00:05:00,300
0,LAM28,12/05/2020 07:59,12/05/2020 08:57,Accidental,Normal,"Cruceta rota, en Tte. Alcorta c/ Fdo. de la Mora.",Vista Alegre,0 days 00:58:00,3480
1,LAM28,12/05/2020 07:59,12/05/2020 08:57,Accidental,Normal,"Cruceta rota, en Tte. Alcorta c/ Fdo. de la Mora.",Nazareth,0 days 00:58:00,3480
0,LAM28,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Vista Alegre,0 days 00:05:00,300
1,LAM28,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Nazareth,0 days 00:05:00,300
0,LAM3,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Vista Alegre,0 days 00:05:00,300
0,LAM30,24/05/2020 18:55,24/05/2020 19:50,Accidental,Normal,Sostén MT roto por choque. Línea MT Suelta.Lapacho Amarillo c/ Ceibo. Puente MT Suelto frentea la Porteria del Yacht.,Itá Enramada,0 days 00:55:00,3300
0,LAM30,25/05/2020 00:45,25/05/2020 02:19,Accidental,Normal,"Al efectuar maniobras. Línea MT Suelta en LapachoAmarillo y Ceibo. Puente MT suelto, Ramas sobreLínea MT en Paseo del Yacht y Lapacho Amarillo.Seccionador averiado F2. Línea en C.C  en Paseodel Yacht c/ Yrendague.",Itá Enramada,0 days 01:34:00,5640
0,LAM30,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Itá Enramada,0 days 00:05:00,300
0,LAM5,5/05/2020 08:05,5/05/2020 08:42,Accidental,Normal,No establecido.,Santa Ana,0 days 00:37:00,2220
1,LAM5,5/05/2020 08:05,5/05/2020 08:42,Accidental,Normal,No establecido.,Itá Enramada,0 days 00:37:00,2220
2,LAM5,5/05/2020 08:05,5/05/2020 08:42,Accidental,Normal,No establecido.,Jukyty,0 days 00:37:00,2220
3,LAM5,5/05/2020 08:05,5/05/2020 08:42,Accidental,Normal,No establecido.,Santa Librada,0 days 00:37:00,2220
4,LAM5,5/05/2020 08:05,5/05/2020 08:42,Accidental,Normal,No establecido.,San Cayetano,0 days 00:37:00,2220
5,LAM5,5/05/2020 08:05,5/05/2020 08:42,Accidental,Normal,No establecido.,Pirizal,0 days 00:37:00,2220
0,LAM5,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Santa Ana,0 days 00:05:00,300
1,LAM5,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Itá Enramada,0 days 00:05:00,300
2,LAM5,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Jukyty,0 days 00:05:00,300
3,LAM5,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Santa Librada,0 days 00:05:00,300
4,LAM5,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,San Cayetano,0 days 00:05:00,300
5,LAM5,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Pirizal,0 days 00:05:00,300
0,LAM5,28/05/2020 19:53,28/05/2020 20:09,Accidental,Normal,No establecido.,Santa Ana,0 days 00:16:00,960
1,LAM5,28/05/2020 19:53,28/05/2020 20:09,Accidental,Normal,No establecido.,Itá Enramada,0 days 00:16:00,960
2,LAM5,28/05/2020 19:53,28/05/2020 20:09,Accidental,Normal,No establecido.,Jukyty,0 days 00:16:00,960
3,LAM5,28/05/2020 19:53,28/05/2020 20:09,Accidental,Normal,No establecido.,Santa Librada,0 days 00:16:00,960
4,LAM5,28/05/2020 19:53,28/05/2020 20:09,Accidental,Normal,No establecido.,San Cayetano,0 days 00:16:00,960
5,LAM5,28/05/2020 19:53,28/05/2020 20:09,Accidental,Normal,No establecido.,Pirizal,0 days 00:16:00,960
0,LAM5,28/05/2020 20:11,28/05/2020 20:55,Accidental,Normal,Seccionador N° 50324 averiado. MaestrasParaguayas y Cnel. Schweitzert.,Santa Ana,0 days 00:44:00,2640
1,LAM5,28/05/2020 20:11,28/05/2020 20:55,Accidental,Normal,Seccionador N° 50324 averiado. MaestrasParaguayas y Cnel. Schweitzert.,Itá Enramada,0 days 00:44:00,2640
2,LAM5,28/05/2020 20:11,28/05/2020 20:55,Accidental,Normal,Seccionador N° 50324 averiado. MaestrasParaguayas y Cnel. Schweitzert.,Jukyty,0 days 00:44:00,2640
3,LAM5,28/05/2020 20:11,28/05/2020 20:55,Accidental,Normal,Seccionador N° 50324 averiado. MaestrasParaguayas y Cnel. Schweitzert.,Santa Librada,0 days 00:44:00,2640
4,LAM5,28/05/2020 20:11,28/05/2020 20:55,Accidental,Normal,Seccionador N° 50324 averiado. MaestrasParaguayas y Cnel. Schweitzert.,San Cayetano,0 days 00:44:00,2640
5,LAM5,28/05/2020 20:11,28/05/2020 20:55,Accidental,Normal,Seccionador N° 50324 averiado. MaestrasParaguayas y Cnel. Schweitzert.,Pirizal,0 days 00:44:00,2640
0,LAM7,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Vista Alegre,0 days 00:05:00,300
1,LAM7,26/05/2020 03:00,26/05/2020 03:05,Producción,Normal,Cambio de configuración YAC-IPU.,Pinoza,0 days 00:05:00,300
0,MBU2,5/05/2020 21:19,5/05/2020 21:58,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 00:39:00,2340
1,MBU2,5/05/2020 21:19,5/05/2020 21:58,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 00:39:00,2340
0,MBU3,6/05/2020 02:15,06/05/2020 04:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Las Carmelitas,0 days 02:00:00,7200
1,MBU3,6/05/2020 02:15,06/05/2020 04:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Madame Lynch,0 days 02:00:00,7200
2,MBU3,6/05/2020 02:15,06/05/2020 04:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU4,22/05/2020 18:11,22/05/2020 20:11,Accidental,Adverso,Condiciones Climáticas Adversas.,Mbocayaty,0 days 02:00:00,7200
1,MBU4,22/05/2020 18:11,22/05/2020 20:11,Accidental,Adverso,Condiciones Climáticas Adversas.,Loma Pyta,0 days 02:00:00,7200
2,MBU4,22/05/2020 18:11,22/05/2020 20:11,Accidental,Adverso,Condiciones Climáticas Adversas.,Ñu Guasu,0 days 02:00:00,7200
3,MBU4,22/05/2020 18:11,22/05/2020 20:11,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburucuyá,0 days 02:00:00,7200
0,MBU7,27/05/2020 14:29,27/05/2020 14:37,Accidental,Normal,"Abierto Interruptor, por inconvenientes al efectuarmaniobras. CORTE N° DD/DSO3/147/2020.",Virgen de la Asunción,0 days 00:08:00,480
1,MBU7,27/05/2020 14:29,27/05/2020 14:37,Accidental,Normal,"Abierto Interruptor, por inconvenientes al efectuarmaniobras. CORTE N° DD/DSO3/147/2020.",Cañada Ybyray,0 days 00:08:00,480
0,MRA1,11/05/2020 16:04,11/05/2020 16:28,Accidental,Normal,No establecido.,Loma Pyta,0 days 00:24:00,1440
1,MRA1,11/05/2020 16:04,11/05/2020 16:28,Accidental,Normal,No establecido.,Zeballos Cué,0 days 00:24:00,1440
2,MRA1,11/05/2020 16:04,11/05/2020 16:28,Accidental,Normal,No establecido.,San Blas,0 days 00:24:00,1440
0,MRA1,23/05/2020 11:19,23/05/2020 12:51,Accidental,Normal,No establecido.,Loma Pyta,0 days 01:32:00,5520
1,MRA1,23/05/2020 11:19,23/05/2020 12:51,Accidental,Normal,No establecido.,Zeballos Cué,0 days 01:32:00,5520
2,MRA1,23/05/2020 11:19,23/05/2020 12:51,Accidental,Normal,No establecido.,San Blas,0 days 01:32:00,5520
0,PBO17,1/05/2020 22:11,1/05/2020 23:09,Accidental,Normal,No establecido.,Salvador del Mundo,0 days 00:58:00,3480
1,PBO17,1/05/2020 22:11,1/05/2020 23:09,Accidental,Normal,No establecido.,Mbocayaty,0 days 00:58:00,3480
2,PBO17,1/05/2020 22:11,1/05/2020 23:09,Accidental,Normal,No establecido.,Santa Rosa,0 days 00:58:00,3480
3,PBO17,1/05/2020 22:11,1/05/2020 23:09,Accidental,Normal,No establecido.,Santísima Trinidad,0 days 00:58:00,3480
0,PBO17,1/05/2020 23:10,1/05/2020 23:16,Accidental,Normal,"Abierto Interruptor, para efectuar reparación. Falsocontacto en el Seccionador N° 51788.",Salvador del Mundo,0 days 00:06:00,360
1,PBO17,1/05/2020 23:10,1/05/2020 23:16,Accidental,Normal,"Abierto Interruptor, para efectuar reparación. Falsocontacto en el Seccionador N° 51788.",Mbocayaty,0 days 00:06:00,360
2,PBO17,1/05/2020 23:10,1/05/2020 23:16,Accidental,Normal,"Abierto Interruptor, para efectuar reparación. Falsocontacto en el Seccionador N° 51788.",Santa Rosa,0 days 00:06:00,360
3,PBO17,1/05/2020 23:10,1/05/2020 23:16,Accidental,Normal,"Abierto Interruptor, para efectuar reparación. Falsocontacto en el Seccionador N° 51788.",Santísima Trinidad,0 days 00:06:00,360
0,PBO17,2/05/2020 00:53,2/05/2020 01:35,Accidental,Normal,Nido de pájaro en contacto con Línea MT. Cnel.Montiel y Ramona Martínez.,Salvador del Mundo,0 days 00:42:00,2520
1,PBO17,2/05/2020 00:53,2/05/2020 01:35,Accidental,Normal,Nido de pájaro en contacto con Línea MT. Cnel.Montiel y Ramona Martínez.,Mbocayaty,0 days 00:42:00,2520
2,PBO17,2/05/2020 00:53,2/05/2020 01:35,Accidental,Normal,Nido de pájaro en contacto con Línea MT. Cnel.Montiel y Ramona Martínez.,Santa Rosa,0 days 00:42:00,2520
3,PBO17,2/05/2020 00:53,2/05/2020 01:35,Accidental,Normal,Nido de pájaro en contacto con Línea MT. Cnel.Montiel y Ramona Martínez.,Santísima Trinidad,0 days 00:42:00,2520
0,PBO17,24/05/2020 12:24,24/05/2020 12:27,Programado,Normal,"Abierto Interruptor, para verificar averia sobre elPBO6.",Salvador del Mundo,0 days 00:03:00,180
1,PBO17,24/05/2020 12:24,24/05/2020 12:27,Programado,Normal,"Abierto Interruptor, para verificar averia sobre elPBO6.",Mbocayaty,0 days 00:03:00,180
2,PBO17,24/05/2020 12:24,24/05/2020 12:27,Programado,Normal,"Abierto Interruptor, para verificar averia sobre elPBO6.",Santa Rosa,0 days 00:03:00,180
3,PBO17,24/05/2020 12:24,24/05/2020 12:27,Programado,Normal,"Abierto Interruptor, para verificar averia sobre elPBO6.",Santísima Trinidad,0 days 00:03:00,180
0,PBO17,24/05/2020 13:50,24/05/2020 13:52,Accidental,Normal,"Abierto Interruptor, para efectuar reparación de LíneaMT subterránea averiada.",Salvador del Mundo,0 days 00:02:00,120
1,PBO17,24/05/2020 13:50,24/05/2020 13:52,Accidental,Normal,"Abierto Interruptor, para efectuar reparación de LíneaMT subterránea averiada.",Mbocayaty,0 days 00:02:00,120
2,PBO17,24/05/2020 13:50,24/05/2020 13:52,Accidental,Normal,"Abierto Interruptor, para efectuar reparación de LíneaMT subterránea averiada.",Santa Rosa,0 days 00:02:00,120
3,PBO17,24/05/2020 13:50,24/05/2020 13:52,Accidental,Normal,"Abierto Interruptor, para efectuar reparación de LíneaMT subterránea averiada.",Santísima Trinidad,0 days 00:02:00,120
0,PBO20,12/05/2020 09:15,12/05/2020 09:44,Accidental,Normal,No establecido.,Botánico,0 days 00:29:00,1740
0,PBO20,21/05/2020 13:02,21/05/2020 13:43,Accidental,Normal,Línea MT en corto circuito por cola de pandorga. EnTrujillo y Grito de ascencio.,Botánico,0 days 00:41:00,2460
0,PBO20,24/05/2020 07:57,24/05/2020 08:12,Accidental,Normal,No establecido.,Botánico,0 days 00:15:00,900
0,PBO21,21/05/2020 23:16,21/05/2020 23:25,Accidental,Adverso,Condiciones Climáticas Adversas.,Zeballos Cué,0 days 00:09:00,540
0,PBO21,25/05/2020 13:48,25/05/2020 15:04,Accidental,Normal,Línea MT en C.C. Ocasionado por cola de pandorga.Viñas Cue,Zeballos Cué,0 days 01:16:00,4560
0,PBO6,1/05/2020 19:48,1/05/2020 19:58,Accidental,Normal,No establecido.,Santísima Trinidad,0 days 00:10:00,600
1,PBO6,1/05/2020 19:48,1/05/2020 19:58,Accidental,Normal,No establecido.,Virgen de la Asunción,0 days 00:10:00,600
2,PBO6,1/05/2020 19:48,1/05/2020 19:58,Accidental,Normal,No establecido.,Cañada Ybyray,0 days 00:10:00,600
3,PBO6,1/05/2020 19:48,1/05/2020 19:58,Accidental,Normal,No establecido.,Bañado Cará Cará,0 days 00:10:00,600
0,PBO6,1/05/2020 20:38,1/05/2020 21:16,Programado,Normal,"Abierto Interruptor, para efectuar cierre deSeccionador N° 1.",Santísima Trinidad,0 days 00:38:00,2280
1,PBO6,1/05/2020 20:38,1/05/2020 21:16,Programado,Normal,"Abierto Interruptor, para efectuar cierre deSeccionador N° 1.",Virgen de la Asunción,0 days 00:38:00,2280
2,PBO6,1/05/2020 20:38,1/05/2020 21:16,Programado,Normal,"Abierto Interruptor, para efectuar cierre deSeccionador N° 1.",Cañada Ybyray,0 days 00:38:00,2280
3,PBO6,1/05/2020 20:38,1/05/2020 21:16,Programado,Normal,"Abierto Interruptor, para efectuar cierre deSeccionador N° 1.",Bañado Cará Cará,0 days 00:38:00,2280
0,PBO6,21/05/2020 17:31,21/05/2020 18:41,Accidental,Adverso,Porta seccionador MT fusibles roto. En GenaroRomero c/ Río Blanco.,Santísima Trinidad,0 days 01:10:00,4200
1,PBO6,21/05/2020 17:31,21/05/2020 18:41,Accidental,Adverso,Porta seccionador MT fusibles roto. En GenaroRomero c/ Río Blanco.,Virgen de la Asunción,0 days 01:10:00,4200
2,PBO6,21/05/2020 17:31,21/05/2020 18:41,Accidental,Adverso,Porta seccionador MT fusibles roto. En GenaroRomero c/ Río Blanco.,Cañada Ybyray,0 days 01:10:00,4200
3,PBO6,21/05/2020 17:31,21/05/2020 18:41,Accidental,Adverso,Porta seccionador MT fusibles roto. En GenaroRomero c/ Río Blanco.,Bañado Cará Cará,0 days 01:10:00,4200
0,PBO6,21/05/2020 21:25,21/05/2020 22:05,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación, SFaveriado. Genaro Romero c/ Rio Blanco.",Santísima Trinidad,0 days 00:40:00,2400
1,PBO6,21/05/2020 21:25,21/05/2020 22:05,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación, SFaveriado. Genaro Romero c/ Rio Blanco.",Virgen de la Asunción,0 days 00:40:00,2400
2,PBO6,21/05/2020 21:25,21/05/2020 22:05,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación, SFaveriado. Genaro Romero c/ Rio Blanco.",Cañada Ybyray,0 days 00:40:00,2400
3,PBO6,21/05/2020 21:25,21/05/2020 22:05,Accidental,Adverso,"Abierto Interruptor, para efectuar reparación, SFaveriado. Genaro Romero c/ Rio Blanco.",Bañado Cará Cará,0 days 00:40:00,2400
0,PBO6,24/05/2020 06:50,24/05/2020 08:08,Accidental,Normal,"Línea MT Subterránea averiada, ocasionada porpersonal DMAT.",Santísima Trinidad,0 days 01:18:00,4680
1,PBO6,24/05/2020 06:50,24/05/2020 08:08,Accidental,Normal,"Línea MT Subterránea averiada, ocasionada porpersonal DMAT.",Virgen de la Asunción,0 days 01:18:00,4680
