,PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
0,PSA6,14/11/2020 21:08,14/11/2020 22:59,Accidental,Adverso,Condiciones Climaticas Adversas,San Antonio,0 days 01:51:00,6660
1,PSA6,14/11/2020 21:08,14/11/2020 22:59,Accidental,Adverso,Condiciones Climaticas Adversas,Ita Pyta Punta,0 days 01:51:00,6660
2,PSA6,14/11/2020 21:08,14/11/2020 22:59,Accidental,Adverso,Condiciones Climaticas Adversas,Dr. Gaspar Rodríguez de Francia,0 days 01:51:00,6660
0,PSA6,14/11/2020 22:59,15/11/2020 06:59,Accidental,Adverso,Ramas sobre Línea MT. Paiva e/ Montero y Rio de laPlata. En servicio parcial.,San Antonio,0 days 08:00:00,28800
1,PSA6,14/11/2020 22:59,15/11/2020 06:59,Accidental,Adverso,Ramas sobre Línea MT. Paiva e/ Montero y Rio de laPlata. En servicio parcial.,Ita Pyta Punta,0 days 08:00:00,28800
2,PSA6,14/11/2020 22:59,15/11/2020 06:59,Accidental,Adverso,Ramas sobre Línea MT. Paiva e/ Montero y Rio de laPlata. En servicio parcial.,Dr. Gaspar Rodríguez de Francia,0 days 08:00:00,28800
0,PSA6,26/11/2020 07:44,26/11/2020 16:03,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 08:19:00,29940
1,PSA6,26/11/2020 07:44,26/11/2020 16:03,Accidental,Adverso,Condiciones Climáticas Adversas.,Ita Pyta Punta,0 days 08:19:00,29940
2,PSA6,26/11/2020 07:44,26/11/2020 16:03,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 08:19:00,29940
0,PSA6,26/11/2020 16:30,26/11/2020 16:35,Accidental,Adverso,Condiciones Climáticas Adversas.,San Antonio,0 days 00:05:00,300
1,PSA6,26/11/2020 16:30,26/11/2020 16:35,Accidental,Adverso,Condiciones Climáticas Adversas.,Ita Pyta Punta,0 days 00:05:00,300
2,PSA6,26/11/2020 16:30,26/11/2020 16:35,Accidental,Adverso,Condiciones Climáticas Adversas.,Dr. Gaspar Rodríguez de Francia,0 days 00:05:00,300
0,PSA7,14/11/2020 20:50,14/11/2020 22:57,Accidental,Adverso,Condiciones Climaticas Adversas,Bañado Tacumbu,0 days 02:07:00,7620
1,PSA7,14/11/2020 20:50,14/11/2020 22:57,Accidental,Adverso,Condiciones Climaticas Adversas,Carlos A. López,0 days 02:07:00,7620
0,PSA7,14/11/2020 23:00,15/11/2020 07:18,Accidental,Adverso,Condiciones Climaticas Adversas.,Bañado Tacumbu,0 days 08:18:00,29880
1,PSA7,14/11/2020 23:00,15/11/2020 07:18,Accidental,Adverso,Condiciones Climaticas Adversas.,Carlos A. López,0 days 08:18:00,29880
0,PSA7,26/11/2020 15:40,26/11/2020 19:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Bañado Tacumbu,0 days 03:35:00,12900
1,PSA7,26/11/2020 15:40,26/11/2020 19:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Carlos A. López,0 days 03:35:00,12900
0,PSA8,4/11/2020 18:43,4/11/2020 19:43,Accidental,Normal,Línea protegida averiada. Cnel. López y Diaz deSolis. Transferencia sobre PSA12.,San Antonio,0 days 01:00:00,3600
0,PSA8,5/11/2020 10:13,5/11/2020 12:51,Accidental,Normal,Abierto Interruptor. Para efectuar reparación. LíneaMT autoprotegida averiada. Diaz de Solis y Cnel.López.,San Antonio,0 days 02:38:00,9480
0,PSA8,14/11/2020 21:05,14/11/2020 22:18,Accidental,Adverso,Condiciones Climaticas Adversas,San Antonio,0 days 01:13:00,4380
0,REP1,9/11/2020 08:27,09/11/2020 10:27,Accidental,Normal,No establecido.,Dr. Roberto L. Petit,0 days 02:00:00,7200
0,REP1,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Dr. Roberto L. Petit,0 days 00:13:00,780
0,REP1,27/11/2020 23:35,27/11/2020 23:40,Accidental,Adverso,Abierto interruptor para efectuar reparación de SFTaveriado y puente MT suelto en derivación. RojasSilva y 21 Proyectadas.,Dr. Roberto L. Petit,0 days 00:05:00,300
0,REP2,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Republicano,0 days 00:13:00,780
1,REP2,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Santa Librada,0 days 00:13:00,780
0,REP2,15/11/2020 00:14,15/11/2020 00:20,Accidental,Adverso,Condiciones Climáticas Adversas.,Republicano,0 days 00:06:00,360
1,REP2,15/11/2020 00:14,15/11/2020 00:20,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 00:06:00,360
0,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,San Pablo,0 days 03:43:00,13380
1,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,Obrero,0 days 03:43:00,13380
2,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,San Vicente,0 days 03:43:00,13380
3,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,Republicano,0 days 03:43:00,13380
4,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,Santa Ana,0 days 03:43:00,13380
5,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,Jukyty,0 days 03:43:00,13380
6,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,Santa Librada,0 days 03:43:00,13380
7,REP3,14/11/2020 20:50,15/11/2020 00:33,Accidental,Adverso,Condiciones Climaticas Adversas.,Pirizal,0 days 03:43:00,13380
0,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,San Pablo,0 days 00:22:00,1320
1,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Obrero,0 days 00:22:00,1320
2,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,San Vicente,0 days 00:22:00,1320
3,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Republicano,0 days 00:22:00,1320
4,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 00:22:00,1320
5,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 00:22:00,1320
6,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 00:22:00,1320
7,REP3,15/11/2020 04:32,15/11/2020 04:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 00:22:00,1320
0,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,San Pablo,0 days 00:32:00,1920
1,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,Obrero,0 days 00:32:00,1920
2,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,San Vicente,0 days 00:32:00,1920
3,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,Republicano,0 days 00:32:00,1920
4,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,Santa Ana,0 days 00:32:00,1920
5,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,Jukyty,0 days 00:32:00,1920
6,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,Santa Librada,0 days 00:32:00,1920
7,REP3,24/11/2020 10:28,24/11/2020 11:00,Accidental,Normal,No establecido.,Pirizal,0 days 00:32:00,1920
0,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,San Pablo,0 days 02:12:00,7920
1,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,Obrero,0 days 02:12:00,7920
2,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,San Vicente,0 days 02:12:00,7920
3,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,Republicano,0 days 02:12:00,7920
4,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Ana,0 days 02:12:00,7920
5,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,Jukyty,0 days 02:12:00,7920
6,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,Santa Librada,0 days 02:12:00,7920
7,REP3,26/11/2020 08:11,26/11/2020 10:23,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 02:12:00,7920
0,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,San Pablo,0 days 07:40:00,27600
1,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,Obrero,0 days 07:40:00,27600
2,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,San Vicente,0 days 07:40:00,27600
3,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,Republicano,0 days 07:40:00,27600
4,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,Santa Ana,0 days 07:40:00,27600
5,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,Jukyty,0 days 07:40:00,27600
6,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,Santa Librada,0 days 07:40:00,27600
7,REP3,26/11/2020 11:04,26/11/2020 18:44,Accidental,Adverso,,Pirizal,0 days 07:40:00,27600
0,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,San Pablo,0 days 00:40:00,2400
1,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,Obrero,0 days 00:40:00,2400
2,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,San Vicente,0 days 00:40:00,2400
3,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,Republicano,0 days 00:40:00,2400
4,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,Santa Ana,0 days 00:40:00,2400
5,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,Jukyty,0 days 00:40:00,2400
6,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,Santa Librada,0 days 00:40:00,2400
7,REP3,30/11/2020 04:20,30/11/2020 05:00,Accidental,Adverso,Línea MT suelta. Caballero Alvarez y Pampliega.,Pirizal,0 days 00:40:00,2400
0,REP5,8/11/2020 17:06,8/11/2020 18:02,Accidental,Normal,1- Puente MT suelto F1-2. 2- Seccionador fusibleaveriado F1-2. 1- Perú y Ana Díaz. 2- Nicaragua yPerú.,Tte. Silvio Pettirossi,0 days 00:56:00,3360
1,REP5,8/11/2020 17:06,8/11/2020 18:02,Accidental,Normal,1- Puente MT suelto F1-2. 2- Seccionador fusibleaveriado F1-2. 1- Perú y Ana Díaz. 2- Nicaragua yPerú.,San Vicente,0 days 00:56:00,3360
2,REP5,8/11/2020 17:06,8/11/2020 18:02,Accidental,Normal,1- Puente MT suelto F1-2. 2- Seccionador fusibleaveriado F1-2. 1- Perú y Ana Díaz. 2- Nicaragua yPerú.,Pinoza,0 days 00:56:00,3360
0,REP5,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Tte. Silvio Pettirossi,0 days 00:13:00,780
1,REP5,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,San Vicente,0 days 00:13:00,780
2,REP5,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Pinoza,0 days 00:13:00,780
0,REP5,15/11/2020 19:30,15/11/2020 20:19,Accidental,Adverso,Condiciones Climáticas Adversas.,Tte. Silvio Pettirossi,0 days 00:49:00,2940
1,REP5,15/11/2020 19:30,15/11/2020 20:19,Accidental,Adverso,Condiciones Climáticas Adversas.,San Vicente,0 days 00:49:00,2940
2,REP5,15/11/2020 19:30,15/11/2020 20:19,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 00:49:00,2940
0,REP5,29/11/2020 22:47,30/11/2020 00:47,Accidental,Normal,No establecido.,Tte. Silvio Pettirossi,0 days 02:00:00,7200
1,REP5,29/11/2020 22:47,30/11/2020 00:47,Accidental,Normal,No establecido.,San Vicente,0 days 02:00:00,7200
2,REP5,29/11/2020 22:47,30/11/2020 00:47,Accidental,Normal,No establecido.,Pinoza,0 days 02:00:00,7200
0,REP6,4/11/2020 08:14,4/11/2020 09:03,Accidental,Normal,No establecido.,San Vicente,0 days 00:49:00,2940
1,REP6,4/11/2020 08:14,4/11/2020 09:03,Accidental,Normal,No establecido.,Pinoza,0 days 00:49:00,2940
2,REP6,4/11/2020 08:14,4/11/2020 09:03,Accidental,Normal,No establecido.,Pirizal,0 days 00:49:00,2940
0,REP6,14/11/2020 20:50,15/11/2020 02:04,Accidental,Adverso,Condiciones Climaticas Adversas.,San Vicente,0 days 05:14:00,18840
1,REP6,14/11/2020 20:50,15/11/2020 02:04,Accidental,Adverso,Condiciones Climaticas Adversas.,Pinoza,0 days 05:14:00,18840
2,REP6,14/11/2020 20:50,15/11/2020 02:04,Accidental,Adverso,Condiciones Climaticas Adversas.,Pirizal,0 days 05:14:00,18840
0,REP6,15/11/2020 03:10,15/11/2020 03:15,Accidental,Adverso,Condiciones Climaticas Adversas.,San Vicente,0 days 00:05:00,300
1,REP6,15/11/2020 03:10,15/11/2020 03:15,Accidental,Adverso,Condiciones Climaticas Adversas.,Pinoza,0 days 00:05:00,300
2,REP6,15/11/2020 03:10,15/11/2020 03:15,Accidental,Adverso,Condiciones Climaticas Adversas.,Pirizal,0 days 00:05:00,300
0,REP6,15/11/2020 03:45,15/11/2020 03:48,Accidental,Adverso,Al efectuar maniobras.,San Vicente,0 days 00:03:00,180
1,REP6,15/11/2020 03:45,15/11/2020 03:48,Accidental,Adverso,Al efectuar maniobras.,Pinoza,0 days 00:03:00,180
2,REP6,15/11/2020 03:45,15/11/2020 03:48,Accidental,Adverso,Al efectuar maniobras.,Pirizal,0 days 00:03:00,180
0,REP6,24/11/2020 08:12,24/11/2020 09:40,Accidental,Normal,Línea MT suelta. Zorrilla de San Martín y Cazanello.,San Vicente,0 days 01:28:00,5280
1,REP6,24/11/2020 08:12,24/11/2020 09:40,Accidental,Normal,Línea MT suelta. Zorrilla de San Martín y Cazanello.,Pinoza,0 days 01:28:00,5280
2,REP6,24/11/2020 08:12,24/11/2020 09:40,Accidental,Normal,Línea MT suelta. Zorrilla de San Martín y Cazanello.,Pirizal,0 days 01:28:00,5280
0,REP6,24/11/2020 11:27,24/11/2020 11:31,Accidental,Normal,Al efectuar maniobras.,San Vicente,0 days 00:04:00,240
1,REP6,24/11/2020 11:27,24/11/2020 11:31,Accidental,Normal,Al efectuar maniobras.,Pinoza,0 days 00:04:00,240
2,REP6,24/11/2020 11:27,24/11/2020 11:31,Accidental,Normal,Al efectuar maniobras.,Pirizal,0 days 00:04:00,240
0,REP6,26/11/2020 06:20,26/11/2020 08:53,Accidental,Adverso,Condiciones Climáticas Adversas.,San Vicente,0 days 02:33:00,9180
1,REP6,26/11/2020 06:20,26/11/2020 08:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Pinoza,0 days 02:33:00,9180
2,REP6,26/11/2020 06:20,26/11/2020 08:53,Accidental,Adverso,Condiciones Climáticas Adversas.,Pirizal,0 days 02:33:00,9180
0,REP7,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Tte. Silvio Pettirossi,0 days 00:13:00,780
1,REP7,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,San Vicente,0 days 00:13:00,780
2,REP7,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Pinoza,0 days 00:13:00,780
0,REP9,14/11/2020 21:07,14/11/2020 21:20,Producción,Adverso,Fuera de Servicio TR-01 y TR-02. ES-LAM. Afectó aSE-REP.,Tte. Silvio Pettirossi,0 days 00:13:00,780
0,SMI10,3/11/2020 14:18,3/11/2020 15:07,Accidental,Normal,Con carga del SMI 2.,Las Mercedes,0 days 00:49:00,2940
1,SMI10,3/11/2020 14:18,3/11/2020 15:07,Accidental,Normal,Con carga del SMI 2.,Mburicao,0 days 00:49:00,2940
2,SMI10,3/11/2020 14:18,3/11/2020 15:07,Accidental,Normal,Con carga del SMI 2.,Gral. Bernardino Caballero,0 days 00:49:00,2940
0,SMI10,14/11/2020 22:33,14/11/2020 22:37,Accidental,Adverso,Condiciones Climaticas Adversas. En ServicioParcial.06:33 hs del día 15/11/2020 En ServicioTotal.,Las Mercedes,0 days 00:04:00,240
1,SMI10,14/11/2020 22:33,14/11/2020 22:37,Accidental,Adverso,Condiciones Climaticas Adversas. En ServicioParcial.06:33 hs del día 15/11/2020 En ServicioTotal.,Mburicao,0 days 00:04:00,240
2,SMI10,14/11/2020 22:33,14/11/2020 22:37,Accidental,Adverso,Condiciones Climaticas Adversas. En ServicioParcial.06:33 hs del día 15/11/2020 En ServicioTotal.,Gral. Bernardino Caballero,0 days 00:04:00,240
0,SMI10,15/11/2020 09:08,15/11/2020 10:13,Accidental,Adverso,Condiciones Climáticas Adversas. En servicioParcial. 21:44hs en servicio total.,Las Mercedes,0 days 01:05:00,3900
1,SMI10,15/11/2020 09:08,15/11/2020 10:13,Accidental,Adverso,Condiciones Climáticas Adversas. En servicioParcial. 21:44hs en servicio total.,Mburicao,0 days 01:05:00,3900
2,SMI10,15/11/2020 09:08,15/11/2020 10:13,Accidental,Adverso,Condiciones Climáticas Adversas. En servicioParcial. 21:44hs en servicio total.,Gral. Bernardino Caballero,0 days 01:05:00,3900
0,SMI10,24/11/2020 10:54,24/11/2020 11:25,Accidental,Normal,No establecido.,Las Mercedes,0 days 00:31:00,1860
1,SMI10,24/11/2020 10:54,24/11/2020 11:25,Accidental,Normal,No establecido.,Mburicao,0 days 00:31:00,1860
2,SMI10,24/11/2020 10:54,24/11/2020 11:25,Accidental,Normal,No establecido.,Gral. Bernardino Caballero,0 days 00:31:00,1860
0,SMI10,24/11/2020 13:52,24/11/2020 14:49,Accidental,Normal,No establecido.,Las Mercedes,0 days 00:57:00,3420
1,SMI10,24/11/2020 13:52,24/11/2020 14:49,Accidental,Normal,No establecido.,Mburicao,0 days 00:57:00,3420
2,SMI10,24/11/2020 13:52,24/11/2020 14:49,Accidental,Normal,No establecido.,Gral. Bernardino Caballero,0 days 00:57:00,3420
0,SMI10,26/11/2020 07:42,26/11/2020 08:34,Accidental,Adverso,Condiciones Climáticas Adversas.,Las Mercedes,0 days 00:52:00,3120
1,SMI10,26/11/2020 07:42,26/11/2020 08:34,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburicao,0 days 00:52:00,3120
2,SMI10,26/11/2020 07:42,26/11/2020 08:34,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. Bernardino Caballero,0 days 00:52:00,3120
0,SMI10,30/11/2020 02:25,30/11/2020 03:08,Accidental,Normal,No establecido.,Las Mercedes,0 days 00:43:00,2580
1,SMI10,30/11/2020 02:25,30/11/2020 03:08,Accidental,Normal,No establecido.,Mburicao,0 days 00:43:00,2580
2,SMI10,30/11/2020 02:25,30/11/2020 03:08,Accidental,Normal,No establecido.,Gral. Bernardino Caballero,0 days 00:43:00,2580
0,SMI2,3/11/2020 14:18,3/11/2020 15:07,Accidental,Normal,Carga Transferida sobre el SMI 10.,Mburicao,0 days 00:49:00,2940
1,SMI2,3/11/2020 14:18,3/11/2020 15:07,Accidental,Normal,Carga Transferida sobre el SMI 10.,Recoleta,0 days 00:49:00,2940
2,SMI2,3/11/2020 14:18,3/11/2020 15:07,Accidental,Normal,Carga Transferida sobre el SMI 10.,Mcal. Francisco S. López,0 days 00:49:00,2940
3,SMI2,3/11/2020 14:18,3/11/2020 15:07,Accidental,Normal,Carga Transferida sobre el SMI 10.,Gral. Bernardino Caballero,0 days 00:49:00,2940
0,SMI2,9/11/2020 03:08,9/11/2020 03:38,Accidental,Normal,No establecido.,Mburicao,0 days 00:30:00,1800
1,SMI2,9/11/2020 03:08,9/11/2020 03:38,Accidental,Normal,No establecido.,Recoleta,0 days 00:30:00,1800
2,SMI2,9/11/2020 03:08,9/11/2020 03:38,Accidental,Normal,No establecido.,Mcal. Francisco S. López,0 days 00:30:00,1800
3,SMI2,9/11/2020 03:08,9/11/2020 03:38,Accidental,Normal,No establecido.,Gral. Bernardino Caballero,0 days 00:30:00,1800
0,SMI2,10/11/2020 13:09,10/11/2020 13:53,Accidental,Normal,No establecido.,Mburicao,0 days 00:44:00,2640
1,SMI2,10/11/2020 13:09,10/11/2020 13:53,Accidental,Normal,No establecido.,Recoleta,0 days 00:44:00,2640
2,SMI2,10/11/2020 13:09,10/11/2020 13:53,Accidental,Normal,No establecido.,Mcal. Francisco S. López,0 days 00:44:00,2640
3,SMI2,10/11/2020 13:09,10/11/2020 13:53,Accidental,Normal,No establecido.,Gral. Bernardino Caballero,0 days 00:44:00,2640
0,SMI2,10/11/2020 20:38,10/11/2020 20:45,Accidental,Normal,Abierto interruptor para reparar puente MT suelto enacometida del PD Confiteria Landau.,Mburicao,0 days 00:07:00,420
1,SMI2,10/11/2020 20:38,10/11/2020 20:45,Accidental,Normal,Abierto interruptor para reparar puente MT suelto enacometida del PD Confiteria Landau.,Recoleta,0 days 00:07:00,420
2,SMI2,10/11/2020 20:38,10/11/2020 20:45,Accidental,Normal,Abierto interruptor para reparar puente MT suelto enacometida del PD Confiteria Landau.,Mcal. Francisco S. López,0 days 00:07:00,420
3,SMI2,10/11/2020 20:38,10/11/2020 20:45,Accidental,Normal,Abierto interruptor para reparar puente MT suelto enacometida del PD Confiteria Landau.,Gral. Bernardino Caballero,0 days 00:07:00,420
0,SMI2,14/11/2020 21:09,14/11/2020 23:17,Accidental,Adverso,Rama sobre línea MT. España y 23 de Octubre.Rama sobre línea MT y desperfecto interno en PEEscuela de Policía en Brizuela y Dominicana.,Mburicao,0 days 02:08:00,7680
1,SMI2,14/11/2020 21:09,14/11/2020 23:17,Accidental,Adverso,Rama sobre línea MT. España y 23 de Octubre.Rama sobre línea MT y desperfecto interno en PEEscuela de Policía en Brizuela y Dominicana.,Recoleta,0 days 02:08:00,7680
2,SMI2,14/11/2020 21:09,14/11/2020 23:17,Accidental,Adverso,Rama sobre línea MT. España y 23 de Octubre.Rama sobre línea MT y desperfecto interno en PEEscuela de Policía en Brizuela y Dominicana.,Mcal. Francisco S. López,0 days 02:08:00,7680
3,SMI2,14/11/2020 21:09,14/11/2020 23:17,Accidental,Adverso,Rama sobre línea MT. España y 23 de Octubre.Rama sobre línea MT y desperfecto interno en PEEscuela de Policía en Brizuela y Dominicana.,Gral. Bernardino Caballero,0 days 02:08:00,7680
0,SMI2,14/11/2020 21:28,14/11/2020 23:18,Accidental,Adverso,Condiciones Climaticas Adversas,Mburicao,0 days 01:50:00,6600
1,SMI2,14/11/2020 21:28,14/11/2020 23:18,Accidental,Adverso,Condiciones Climaticas Adversas,Recoleta,0 days 01:50:00,6600
2,SMI2,14/11/2020 21:28,14/11/2020 23:18,Accidental,Adverso,Condiciones Climaticas Adversas,Mcal. Francisco S. López,0 days 01:50:00,6600
3,SMI2,14/11/2020 21:28,14/11/2020 23:18,Accidental,Adverso,Condiciones Climaticas Adversas,Gral. Bernardino Caballero,0 days 01:50:00,6600
0,SMI2,15/11/2020 14:34,15/11/2020 14:37,Accidental,Adverso,Para efectuar cierre de SFT. Mcal. Estigarribia yBernardino Caballero.,Mburicao,0 days 00:03:00,180
1,SMI2,15/11/2020 14:34,15/11/2020 14:37,Accidental,Adverso,Para efectuar cierre de SFT. Mcal. Estigarribia yBernardino Caballero.,Recoleta,0 days 00:03:00,180
2,SMI2,15/11/2020 14:34,15/11/2020 14:37,Accidental,Adverso,Para efectuar cierre de SFT. Mcal. Estigarribia yBernardino Caballero.,Mcal. Francisco S. López,0 days 00:03:00,180
3,SMI2,15/11/2020 14:34,15/11/2020 14:37,Accidental,Adverso,Para efectuar cierre de SFT. Mcal. Estigarribia yBernardino Caballero.,Gral. Bernardino Caballero,0 days 00:03:00,180
0,SMI2,26/11/2020 08:29,26/11/2020 12:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburicao,0 days 03:46:00,13560
1,SMI2,26/11/2020 08:29,26/11/2020 12:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Recoleta,0 days 03:46:00,13560
2,SMI2,26/11/2020 08:29,26/11/2020 12:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Mcal. Francisco S. López,0 days 03:46:00,13560
3,SMI2,26/11/2020 08:29,26/11/2020 12:15,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. Bernardino Caballero,0 days 03:46:00,13560
0,SMI2,30/11/2020 09:28,30/11/2020 09:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Mburicao,0 days 00:21:00,1260
1,SMI2,30/11/2020 09:28,30/11/2020 09:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Recoleta,0 days 00:21:00,1260
2,SMI2,30/11/2020 09:28,30/11/2020 09:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Mcal. Francisco S. López,0 days 00:21:00,1260
3,SMI2,30/11/2020 09:28,30/11/2020 09:49,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. Bernardino Caballero,0 days 00:21:00,1260
0,SMI3,14/11/2020 21:29,15/11/2020 00:43,Accidental,Adverso,Condiciones Climaticas Adversas,Gral. Bernardino Caballero,0 days 03:14:00,11640
1,SMI3,14/11/2020 21:29,15/11/2020 00:43,Accidental,Adverso,Condiciones Climaticas Adversas,Ciudad Nueva,0 days 03:14:00,11640
0,SMI3,15/11/2020 01:46,15/11/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. Bernardino Caballero,0 days 01:56:00,6960
1,SMI3,15/11/2020 01:46,15/11/2020 03:42,Accidental,Adverso,Condiciones Climáticas Adversas.,Ciudad Nueva,0 days 01:56:00,6960
0,SMI3,27/11/2020 07:34,27/11/2020 07:54,Accidental,Adverso,Condiciones Climáticas Adversas.,Gral. Bernardino Caballero,0 days 00:20:00,1200
