PRIMARIO,FUERA DE SERVICIO,REPOSICION,TIPO DE EVENTO,ESTADO DEL CLIMA,OBSERVACION,BARRIO,DURACION,DURACION SEGS
CEN4,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,La Encarnación,0 days 00:04:00,240
CEN4,21/03/2020 10:24,21/03/2020 10:30,Accidental,Normal,No establecido.,La Encarnación,0 days 00:06:00,360
CEN4,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,La Encarnación,0 days 00:02:00,120
CEN6,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,La Encarnación,0 days 00:04:00,240
CEN6,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,La Catedral,0 days 00:04:00,240
CEN6,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,La Encarnación,0 days 00:02:00,120
CEN6,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,La Catedral,0 days 00:02:00,120
FDM3,5/03/2020 20:42,5/03/2020 20:44,Accidental,Normal,Al efectuar maniobras.,San Pablo,0 days 00:02:00,120
FDM3,18/03/2020 09:12,18/03/2020 10:18,Accidental,Adverso,Condiciones climáticas adversas.,San Pablo,0 days 01:06:00,3960
GDI1,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,Gral. J. E Diaz,0 days 00:04:00,240
GDI1,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,Obrero,0 days 00:04:00,240
GDI1,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,Gral. J. E Diaz,0 days 00:02:00,120
GDI1,27/03/2020 03:05,27/03/2020 03:07,Producción,Normal,Cambio de Fuente CH-YAC/CH-IPU.,Obrero,0 days 00:02:00,120
GDI2,13/03/2020 10:17,13/03/2020 10:21,Producción,Normal,Cambio de Fuente.,Gral. J. E Diaz,0 days 00:04:00,240
